,full_address,neighborhood,nid,sale_price,prediction,difference
9114,"100 Valdez Ave, San Francisco, CA 94112",4 - Westwood Park,4140,2150000,2042519,107480
9117,"73 Lobos St, San Francisco, CA 94112",3 - Oceanview,3090,896200,389090,507109
9122,"44 Brentwood Ave, San Francisco, CA 94127-2237",4 - Westwood Highlands,4130,1550000,1391073,158926
9124,"209 Hazelwood Ave, San Francisco, CA 94127",4 - Westwood Highlands,4130,2200000,2182288,17711
9126,"206 Edgewood Ave, San Francisco, CA 94117",5 - Cole Valley/Parnassu,5050,3450000,3332109,117890
9129,"119 Edgewood Ave, San Francisco, CA 94117",5 - Cole Valley/Parnassu,5050,3555000,3431998,123001
9138,"40 Brentwood Ave, San Francisco, CA 94127-2237",4 - Westwood Highlands,4130,1800000,1788127,11872
9144,"29 Forest Knolls Dr, San Francisco, CA 94131",4 - Forest Knolls,4040,1675000,1709857,-34857
9152,"15 Valdez Ave, San Francisco, CA 94112",4 - Westwood Park,4140,1575000,1717025,-142025
9158,"225 Cresta Vista Dr, San Francisco, CA 94127-1636",4 - Westwood Highlands,4130,1350000,1257436,92563
9197,"131 Parker Ave, San Francisco, CA 94118",1 - Jordan Park/Laurel H,1030,2050000,2295433,-245433
9206,"183 Beaumont Ave, San Francisco, CA 94118-4242",1 - Lone Mountain,1070,2425000,2491784,-66784
9208,"842 Monterey Blvd, San Francisco, CA 94127",4 - Westwood Highlands,4130,1400000,1038758,361241
9232,"21 Dalewood Way, San Francisco, CA 94127",4 - Sherwood Forest,4100,1910000,2002538,-92538
9240,"757 Panorama Dr, San Francisco, CA 94131",4 - Midtown Terrace,4060,1625000,1484303,140696
9242,"211 Summit St, San Francisco, CA 94112",3 - Oceanview,3090,875000,407202,467797
9271,"901 Rockdale Dr, San Francisco, CA 94127",4 - Miraloma Park,4080,1820000,1951715,-131715
9274,"507 Dellbrook Ave, San Francisco, CA 94131-1116",4 - Midtown Terrace,4060,1610000,1371686,238313
9282,"1448 Willard St, San Francisco, CA 94117",5 - Cole Valley/Parnassu,5050,2500000,2437025,62974
9288,"8 Lee Ave, San Francisco, CA 94112",3 - Ingleside,3080,1065000,826270,238729
9289,"18 Lee Ave, San Francisco, CA 94112",3 - Ingleside,3080,880000,589754,290245
9296,"3710 Clay St, San Francisco, CA 94118",7 - Presidio Heights,7030,4600000,4646622,-46622
9303,"45 Hazelwood Ave, San Francisco, CA 94112",4 - Westwood Park,4140,1670000,1816012,-146012
9310,"139 Chaves Ave, San Francisco, CA 94127",4 - Miraloma Park,4080,1510000,1666222,-156222
9341,"3577 Pacific Ave, San Francisco, CA 94118",7 - Presidio Heights,7030,8750000,7384672,1365327
9345,"110 Summit St, San Francisco, CA 94112",3 - Oceanview,3090,1335000,1060894,274105
9349,"16 Sherwood Ct, San Francisco, CA 94127",4 - Miraloma Park,4080,1725000,1599990,125009
9351,"541 Dellbrook Ave, San Francisco, CA 94131",4 - Midtown Terrace,4060,1200000,1070511,129488
9356,"20 Montecito Ave, San Francisco, CA 94112",4 - Westwood Park,4140,1843000,1902299,-59299
9375,"590 Spruce St, San Francisco, CA 94118",1 - Jordan Park/Laurel H,1030,3150000,3118389,31610
9377,"151 Olympia Way, San Francisco, CA 94131",4 - Midtown Terrace,4060,1901000,1730171,170828
9397,"566 Dellbrook Ave, San Francisco, CA 94131",4 - Midtown Terrace,4060,1600000,1457943,142056
9400,"570 Dellbrook Ave, San Francisco, CA 94131",4 - Midtown Terrace,4060,1150000,1346313,-196313
9405,"24 Lobos St, San Francisco, CA 94112",3 - Oceanview,3090,925000,702091,222908
9414,"833 Rockdale Dr, San Francisco, CA 94127",4 - Miraloma Park,4080,1602550,1850762,-248212
9421,"318 Ridgewood Ave, San Francisco, CA 94127",4 - Westwood Highlands,4130,2400000,2430892,-30892
9427,"174 Margaret Ave, San Francisco, CA 94112",3 - Ingleside,3080,875000,427031,447968
9435,"514 Los Palmos Dr, San Francisco, CA 94127",4 - Westwood Highlands,4130,1420000,1056085,363914
9441,"55 Woodland Ave, San Francisco, CA 94117",5 - Cole Valley/Parnassu,5050,1850000,1706830,143169
9455,"90 Woodland Ave, San Francisco, CA 94117",5 - Cole Valley/Parnassu,5050,2050000,1865053,184946
9465,"255 Dellbrook Ave, San Francisco, CA 94131",4 - Midtown Terrace,4060,1437000,1620988,-183988
9477,"25 Chaves Ave, San Francisco, CA 94127",4 - Miraloma Park,4080,1565000,1443774,121225
9495,"130 Harold Ave, San Francisco, CA 94112",3 - Ingleside,3080,860000,396216,463783
9499,"310 Cresta Vista Dr, San Francisco, CA 94127",4 - Miraloma Park,4080,1800000,1682866,117133
9504,"415 Myra Way, San Francisco, CA 94127",4 - Miraloma Park,4080,1400000,1553182,-153182
9506,"130 Margaret Ave, San Francisco, CA 94112",3 - Ingleside,3080,850000,365679,484320
9513,"75 Juanita Way, San Francisco, CA 94127",4 - Miraloma Park,4080,1510000,1413760,96239
9524,"3515 Pacific Ave, San Francisco, CA 94118",7 - Presidio Heights,7030,9750000,8379079,1370920
9539,"181 Majestic Ave, San Francisco, CA 94112",3 - Oceanview,3090,1415000,1303571,111428
9569,"670 Mangels Ave, San Francisco, CA 94127",4 - Sunnyside,4150,1950000,1905767,44232
9581,"161 Majestic Ave, San Francisco, CA 94132",3 - Oceanview,3090,1370000,1963337,-593337
9592,"948 Huron Ave, San Francisco, CA 94112",10 - Outer Mission,10040,770000,554066,215933
9595,"32 Acton St, San Francisco, CA 94112",10 - Crocker Amazon,10020,1420000,1441172,-21172
9602,"27 Coventry Ct, San Francisco, CA 94127",4 - Miraloma Park,4080,1410000,1196673,213326
9620,"328 Phelan Ave, San Francisco, CA 94112",4 - Sunnyside,4150,1235000,1416147,-181147
9621,"328 Phelan Ave, San Francisco, CA 94112",4 - Sunnyside,4150,2100000,2048445,51554
9646,"192 Caine Ave, San Francisco, CA 94112-3004",3 - Oceanview,3090,910000,599885,310114
9647,"467 Melrose Ave, San Francisco, CA 94127",4 - Sunnyside,4150,2275000,2837282,-562282
9649,"1157 Stanyan St, San Francisco, CA 94117",5 - Cole Valley/Parnassu,5050,3020000,3423136,-403136
9652,"71 Margaret Ave, San Francisco, CA 94112-3103",3 - Ingleside,3080,1300000,1117748,182251
9656,"650 Mangels Ave, San Francisco, CA 94127",4 - Sunnyside,4150,1425000,1104384,320615
9663,"1167 Stanyan St, San Francisco, CA 94117",5 - Cole Valley/Parnassu,5050,4750000,5040514,-290514
9676,"183 Caine Ave, San Francisco, CA 94112-3003",3 - Oceanview,3090,1200000,878027,321972
9677,"1177 Stanyan St, San Francisco, CA 94117",5 - Cole Valley/Parnassu,5050,2600000,2831744,-231744
9691,"643 Mangels Ave, San Francisco, CA 94127",4 - Sunnyside,4150,2750000,2747561,2438
9704,"347 Panorama Dr, San Francisco, CA 94131",4 - Midtown Terrace,4060,1250000,1181544,68455
9709,"227 Panorama Dr, San Francisco, CA 94131",4 - Midtown Terrace,4060,2201000,2176426,24573
9724,"180 Panorama Dr, San Francisco, CA 94131",4 - Midtown Terrace,4060,2100000,2026783,73216
9734,"449 Melrose Ave, San Francisco, CA 94127",4 - Sunnyside,4150,1420000,1166307,253692
9736,"1 Greenview Ct, San Francisco, CA 94131",4 - Midtown Terrace,4060,1443000,1179042,263957
9743,"1217 Stanyan St, San Francisco, CA 94117",5 - Cole Valley/Parnassu,5050,2200000,2298631,-98631
9748,"372 Cresta Vista Dr, San Francisco, CA 94127",4 - Miraloma Park,4080,1408000,1348052,59947
9758,"300 Molimo Dr, San Francisco, CA 94127",4 - Miraloma Park,4080,1709000,1928520,-219520
9759,"840 Mount Vernon Ave, San Francisco, CA 94112",3 - Ingleside,3080,1225000,1271078,-46078
9762,"631 Mangels Ave, San Francisco, CA 94127",4 - Sunnyside,4150,1601000,1563647,37352
9772,"1234 Stanyan St, San Francisco, CA 94117",5 - Cole Valley/Parnassu,5050,2200000,2178844,21155
9780,"1246 Stanyan St, San Francisco, CA 94117",5 - Cole Valley/Parnassu,5050,1862500,1512564,349935
9781,"627 Mangels Ave, San Francisco, CA 94127-2213",4 - Sunnyside,4150,1345000,1203201,141798
9783,"324 Howth St, San Francisco, CA 94112",3 - Ingleside,3080,1000000,667064,332935
9802,"669 Shrader St, San Francisco, CA 94117",5 - Haight Ashbury,5020,2250000,2318280,-68280
9821,"430 Melrose Ave, San Francisco, CA 94127",4 - Miraloma Park,4080,1250000,1278094,-28094
9823,"18 Starview Way, San Francisco, CA 94131",4 - Midtown Terrace,4060,1460000,1207137,252862
9830,"763 Myra Way, San Francisco, CA 94121",4 - Miraloma Park,4080,1317000,2163815,-846815
9834,"176 Evelyn Way, San Francisco, CA 94127-1731",4 - Miraloma Park,4080,1900000,1725044,174955
9842,"75 Starview Way, San Francisco, CA 94131",4 - Midtown Terrace,4060,1866000,1726821,139178
9848,"419 Melrose Ave, San Francisco, CA 94127",4 - Sunnyside,4150,1450000,1344050,105949
9849,"100 Teresita Blvd, San Francisco, CA 94127",4 - Miraloma Park,4080,1950000,1886651,63348
9851,"175 St Germain Ave, San Francisco, CA 94114-2131",5 - Clarendon Heights,5080,3325000,3340581,-15581
9866,"420 Panorama Dr, San Francisco, CA 94131",4 - Midtown Terrace,4060,1740000,1567425,172574
9871,"421 Molimo Dr, San Francisco, CA 94127",4 - Miraloma Park,4080,1300000,1125777,174222
9872,"421 Molimo Dr, San Francisco, CA 94127-1655",4 - Miraloma Park,4080,1425000,1323935,101064
9878,"46 Chabot Ter, San Francisco, CA 94118",1 - Lone Mountain,1070,2075000,2105516,-30516
9885,"4963 17th St, San Francisco, CA 94117",5 - Cole Valley/Parnassu,5050,1850000,1657723,192276
9887,"493 Molimo Dr, San Francisco, CA 94127",4 - Miraloma Park,4080,1850000,1868873,-18873
9898,"502 Molimo Dr, San Francisco, CA 94127",4 - Miraloma Park,4080,1630000,1685493,-55493
9915,"261 Howth St, San Francisco, CA 94112",3 - Ingleside,3080,1200000,938019,261980
9925,"3415 Pacific Ave, San Francisco, CA 94118",7 - Presidio Heights,7030,7350000,6538411,811588
9934,"72 Longview Ct, San Francisco, CA 94131",4 - Midtown Terrace,4060,1275000,1308371,-33371
9953,"231 Howth St, San Francisco, CA 94112",3 - Ingleside,3080,1020000,621283,398716
9962,"18 Manzanita Ave, San Francisco, CA 94118",1 - Jordan Park/Laurel H,1030,3750000,3775682,-25682
9966,"357 Louisburg St, San Francisco, CA 94112",3 - Ingleside,3080,1600000,2097298,-497298
9974,"430 Gennessee St, San Francisco, CA 94127",4 - Sunnyside,4150,1325000,1050772,274227
9976,"145 Mountain Spring Ave, San Francisco, CA 94114",5 - Clarendon Heights,5080,2752000,2872833,-120833
9990,"79 Knollview Way, San Francisco, CA 94131",4 - Midtown Terrace,4060,1630000,1646270,-16270
9997,"70 Cityview Way, San Francisco, CA 94131",4 - Midtown Terrace,4060,1420000,1584053,-164053
10029,"79 Caine Ave, San Francisco, CA 94112",3 - Ingleside,3080,1899979,2305684,-405705
10032,"77 Caine Ave, San Francisco, CA 94112",3 - Ingleside,3080,1760000,2155190,-395190
10045,"45 Longview Ct, San Francisco, CA 94131",4 - Midtown Terrace,4060,1420000,1311553,108446
10069,"59 Caine Ave, San Francisco, CA 94112",3 - Ingleside,3080,908000,609219,298780
10073,"282 Louisburg St, San Francisco, CA 94112",3 - Ingleside,3080,1228200,882834,345365
10101,"47 Kittredge Ter, San Francisco, CA 94118",1 - Lone Mountain,1070,2150000,2135484,14515
10151,"42 Caine Ave, San Francisco, CA 94112-3106",3 - Ingleside,3080,730000,319874,410125
10155,"714 Cole St, San Francisco, CA 94117",5 - Cole Valley/Parnassu,5050,3500000,3767776,-267776
10158,"131 Collins St, San Francisco, CA 94118",1 - Jordan Park/Laurel H,1030,1780000,1520596,259403
10164,"132 Collins St, San Francisco, CA 94118-3401",1 - Jordan Park/Laurel H,1030,2100000,2333180,-233180
10177,"566 Mangels Ave, San Francisco, CA 94127",4 - Sunnyside,4150,1925000,1856154,68845
10191,"55 Clairview Ct, San Francisco, CA 94131",4 - Midtown Terrace,4060,1348000,1115309,232690
10218,"47 Skyview Way, San Francisco, CA 94131-1248",4 - Midtown Terrace,4060,1250000,1158598,91401
10247,"554 Mangels Ave, San Francisco, CA 94127",4 - Sunnyside,4150,1733000,1568259,164740
10267,"650 Joost Ave, San Francisco, CA 94127",4 - Sunnyside,4150,1650000,1511744,138255
10288,"84 Moneta Way, San Francisco, CA 94112",10 - Outer Mission,10040,1155000,1157471,-2471
10294,"36 Marietta Dr, San Francisco, CA 94127",4 - Miraloma Park,4080,1513000,1270059,242940
10295,"91 St Germain Ave, San Francisco, CA 94114",5 - Clarendon Heights,5080,3400000,3186530,213469
10297,"66 Mountain Spring Ave, San Francisco, CA 94114",5 - Clarendon Heights,5080,2480000,2266606,213393
10314,"542 Mangels Ave, San Francisco, CA 94127",4 - Sunnyside,4150,1475000,1224386,250613
10320,"40 Marietta Dr, San Francisco, CA 94127-9412",4 - Miraloma Park,4080,1100000,816337,283662
10344,"187 Skyview Way, San Francisco, CA 94131",4 - Midtown Terrace,4060,1400000,1492149,-92149
10366,"22 Roselyn Ter, San Francisco, CA 94118",1 - Lone Mountain,1070,2750000,2858087,-108087
10370,"335 Staples Ave, San Francisco, CA 94112",4 - Sunnyside,4150,1700000,1481920,218079
10377,"41 Roselyn Ter, San Francisco, CA 94118",1 - Lone Mountain,1070,2525000,2517447,7552
10386,"3325 Jackson St, San Francisco, CA 94118",7 - Presidio Heights,7030,5493000,5224381,268618
10394,"105 Marview Way, San Francisco, CA 94131",4 - Midtown Terrace,4060,1480000,1401738,78261
10412,"54 Marietta Dr, San Francisco, CA 94127",4 - Miraloma Park,4080,1460000,1411701,48298
10416,"522 Mangels Ave, San Francisco, CA 94127",4 - Sunnyside,4150,1050000,933387,116612
10459,"64 Marietta Dr, San Francisco, CA 94127",4 - Miraloma Park,4080,1600000,1369546,230453
10475,"95 Midcrest Way, San Francisco, CA 94131",4 - Midtown Terrace,4060,1580000,1437704,142295
10483,"173 Belvedere St, San Francisco, CA 94117",5 - Cole Valley/Parnassu,5050,2945000,3005766,-60766
10487,"250 Evelyn Way, San Francisco, CA 94127",4 - Miraloma Park,4080,1355000,1289940,65059
10500,"184 Molimo Dr, San Francisco, CA 94127",4 - Miraloma Park,4080,1620000,1507846,112153
10512,"22 Wood St, San Francisco, CA 94118-3412",1 - Jordan Park/Laurel H,1030,1450000,1587922,-137922
10514,"34 Mountain Spring Ave, San Francisco, CA 94114",5 - Clarendon Heights,5080,2800000,3150408,-350408
10515,"222 Ewing Ter, San Francisco, CA 94118",1 - Lone Mountain,1070,2210000,2172807,37192
10516,"120 Marview Way, San Francisco, CA 94131",4 - Midtown Terrace,4060,1100000,709424,390575
10519,"1507 Cole St, San Francisco, CA 94117",5 - Cole Valley/Parnassu,5050,1450000,2298132,-848132
10538,"739 Foerster St, San Francisco, CA 94127-2305",4 - Miraloma Park,4080,1080000,988371,91628
10558,"620 Foerster, San Francisco, CA 94127",4 - Sunnyside,4150,1260000,1026684,233315
10577,"142 Foerster St, San Francisco, CA 94112",4 - Sunnyside,4150,1350027,1059916,290110
10579,"28 Sequoia Way, San Francisco, CA 94127",4 - Miraloma Park,4080,1900000,1750346,149653
10585,"32 Sequoia Way, San Francisco, CA 94127",4 - Miraloma Park,4080,1625000,1565070,59929
10596,"344 Ewing Ter, San Francisco, CA 94118",1 - Lone Mountain,1070,1316250,1302076,14173
10605,"417 Teresita Blvd, San Francisco, CA 94127",4 - Miraloma Park,4080,1650000,1615325,34674
10611,"423 Mount Vernon Ave, San Francisco, CA 94112",3 - Ingleside,3080,978000,467855,510144
10625,"1747 Cayuga Ave, San Francisco, CA 94112",10 - Outer Mission,10040,1100000,1145185,-45185
10646,"160 Encline Ct, San Francisco, CA 94127",4 - Miraloma Park,4080,1785000,1700930,84069
10650,"2674 Alemany Blvd, San Francisco, CA 94112",10 - Outer Mission,10040,1010000,915297,94702
10654,"214 Twin Peaks Blvd, San Francisco, CA 94114-2138",5 - Clarendon Heights,5080,1425000,1094630,330369
10655,"37 Rivoli St, San Francisco, CA 94117-4306",5 - Cole Valley/Parnassu,5050,1936400,1831354,105045
10662,"287 Staples Ave, San Francisco, CA 94112",4 - Sunnyside,4150,1100000,1030482,69517
10667,"35 Belgrave Ave, San Francisco, CA 94117",5 - Cole Valley/Parnassu,5050,3600000,3523139,76860
10672,"621 Huron Ave, San Francisco, CA 94112",10 - Outer Mission,10040,1060000,1037654,22345
10674,"230 Twin Peaks Blvd, San Francisco, CA 94114",5 - Clarendon Heights,5080,1830000,1701826,128173
10677,"3376 Clay St, San Francisco, CA 94118",7 - Presidio Heights,7030,8800000,7820732,979267
10680,"31 Verna St, San Francisco, CA 94127",4 - Miraloma Park,4080,1250000,1377472,-127472
10692,"3358 Washington St, San Francisco, CA 94118-2034",7 - Presidio Heights,7030,6500000,6040684,459315
10696,"574 Joost Ave, San Francisco, CA 94127",4 - Sunnyside,4150,1100000,786833,313166
10701,"142 Ewing Ter, San Francisco, CA 94118",1 - Lone Mountain,1070,3380000,3334080,45919
10707,"124 Molimo Dr, San Francisco, CA 94127-1822",4 - Miraloma Park,4080,1150000,853759,296240
10710,"740 Clayton St, San Francisco, CA 94117",5 - Haight Ashbury,5020,2600000,2620335,-20335
10728,"2 Belgrave Ave, San Francisco, CA 94117",5 - Cole Valley/Parnassu,5050,3000000,2894727,105272
10735,"2655 Alemany Blvd, San Francisco, CA 94112",10 - Outer Mission,10040,1320000,1474980,-154980
10768,"104 Molimo Dr, San Francisco, CA 94127",4 - Miraloma Park,4080,1342000,1049908,292091
10787,"47 Gaviota Way, San Francisco, CA 94127",4 - Miraloma Park,4080,1525000,1296521,228478
10799,"27 Gaviota Way, San Francisco, CA 94127",4 - Miraloma Park,4080,2400000,2358715,41284
10809,"598 Belvedere St, San Francisco, CA 94117",5 - Cole Valley/Parnassu,5050,2950000,2863499,86500
10822,"253 Judson Ave, San Francisco, CA 94112",4 - Sunnyside,4150,1765000,1640266,124733
10827,"270 Foote Ave, San Francisco, CA 94112-3652",10 - Outer Mission,10040,1650000,1851028,-201028
10831,"848 Clayton St, San Francisco, CA 94117",5 - Buena Vista/Ashbury,5060,4100000,3928411,171588
10847,"831 Marina Blvd, San Francisco, CA 94123",7 - Marina,7010,4100000,4192400,-92400
10856,"255 Ottawa, San Francisco, CA 94112",10 - Outer Mission,10040,888000,600698,287301
10861,"3323 Clay St, San Francisco, CA 94118",7 - Presidio Heights,7030,9350000,8801420,548579
10880,"39 Atalaya Ter, San Francisco, CA 94117",1 - Lone Mountain,1070,2685730,2752947,-67217
10885,"953 Teresita Blvd, San Francisco, CA 94127",4 - Miraloma Park,4080,1625000,1584964,40035
10896,"29 Nahua Ave, San Francisco, CA 94112",10 - Outer Mission,10040,1100000,1193092,-93092
10904,"910 Clayton St, San Francisco, CA 94117-4426",5 - Buena Vista/Ashbury,5060,4850000,5013288,-163288
10911,"82 Los Palmos Dr, San Francisco, CA 94127",4 - Miraloma Park,4080,1300000,1168816,131183
10926,"805 Marina Blvd, San Francisco, CA 94123",7 - Marina,7010,5400000,5198733,201266
10932,"57 Downey St, San Francisco, CA 94117",5 - Haight Ashbury,5020,2250000,2163313,86686
10937,"936 Clayton St, San Francisco, CA 94117",5 - Buena Vista/Ashbury,5060,3440000,3268693,171306
10948,"634 Edna St, San Francisco, CA 94127",4 - Sunnyside,4150,1450000,1685963,-235963
10960,"326 Flood Ave, San Francisco, CA 94112",4 - Sunnyside,4150,2038000,1931672,106327
10969,"79 Molimo Dr, San Francisco, CA 94127",4 - Miraloma Park,4080,1350000,1314800,35199
10972,"5 Encline Ct, San Francisco, CA 94127",4 - Miraloma Park,4080,1200000,854124,345875
10987,"125 Downey St, San Francisco, CA 94117",5 - Buena Vista/Ashbury,5060,2700000,2587604,112395
11002,"130 Marston Ave, San Francisco, CA 94112",4 - Sunnyside,4150,1225130,1421131,-196001
11011,"220 Glenview Dr, San Francisco, CA 94131",4 - Midtown Terrace,4060,1205000,1026653,178346
11021,"10 Sunview Dr, San Francisco, CA 94131",4 - Midtown Terrace,4060,1710000,1560452,149547
11031,"2427 Bay St, San Francisco, CA 94123",7 - Marina,7010,5500000,5350117,149882
11039,"2760 Lyon St, San Francisco, CA 94123",7 - Cow Hollow,7040,4995000,4852904,142095
11045,"937 Delano Ave, San Francisco, CA 94112",10 - Outer Mission,10040,1153000,1198858,-45858
11046,"141 Shawnee Ave, San Francisco, CA 94112",10 - Outer Mission,10040,720000,430343,289656
11049,"180 Downey St, San Francisco, CA 94117-4420",5 - Buena Vista/Ashbury,5060,1578000,1278665,299334
